
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    1.00    0.00    0.00    0.00    0.00    0.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    1.00    0.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    1.00    1.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 1.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 2.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    1.00    0.00    1.00    0.00   
 2.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    1.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00   
 2.00    1.00    0.00    0.00    0.00    1.00    0.00    1.00    0.00   
 2.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   
 2.00    0.00    0.00    1.00    0.00    0.00    1.00    1.00    0.00   
 2.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   
 2.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 2.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 2.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    1.00    0.00    0.00    1.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    1.00    1.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 3.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    1.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 4.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00   
 5.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00    1.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00    0.00   
 5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00   
 6.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    1.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    1.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 6.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    0.00    1.00    0.00    0.00    0.00    1.00    1.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    1.00    0.00    0.00    0.00    1.00    0.00    1.00    0.00   
 7.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   
 7.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    0.00   
 7.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   
