242,89,1,0,.6053215,11.10319,4.821069
242,91,1,0,.5352884,11.10319,4.727976
242,92,1,0,.5820565,11.10319,4.834721
242,93,1,0,.6133212,11.10319,4.776837
347,89,1,0,.5058886,10.54283,4.101171
347,91,1,0,.4229839,10.54283,3.985012
347,92,1,0,.4240259,10.54283,3.959373
347,93,1,0,.5008476,10.54283,4.193539
505,89,1,0,.6192508,10.59754,2.66581
505,91,0,0,.5438223,10.59754,
505,92,1,0,.5504938,10.59754,3.163167
505,93,1,0,.5576178,10.59754,2.92344
507,89,1,1,.7747831,10.88066,5.616548
507,91,1,1,.7515941,10.88066,5.869442
507,92,1,1,.8761432,10.88066,5.871607
507,93,1,1,.8791582,10.88066,5.885589
707,89,0,0,.3936725,8.404472,
707,91,1,0,.2745181,8.404472,4.869752
707,92,0,0,.2448007,8.404472,
707,93,1,0,.2585813,8.404472,4.919775
994,89,1,1,.5841269,10.5955,4.770101
994,91,1,1,.5577649,10.5955,4.849582
994,92,1,0,.4294926,10.5955,4.680236
994,93,1,0,.4622527,10.5955,4.236516
1037,89,1,0,.4639237,10.73044,5.218371
1037,91,1,0,.3936448,10.73044,5.480684
1037,92,1,1,.3691784,10.73044,5.301023
1037,93,1,0,.3450542,10.73044,5.158012
1169,89,0,0,.432954,7.70345,
1169,91,0,0,.293538,7.70345,
1169,92,0,0,.2606924,7.70345,
1169,93,0,0,.3453567,7.70345,
1317,89,1,1,.3178251,10.23087,5.017029
1317,91,1,1,.4566503,10.23087,2.829098
1317,92,1,1,.5166313,10.23087,2.167824
1317,93,0,1,.5281039,10.23087,
1360,89,0,0,.2306483,10.42864,
1360,91,0,0,.2957612,10.42864,
1360,92,0,0,.2934641,10.42864,
1360,93,0,0,.2467134,10.42864,
1464,89,1,0,.4481367,12.90707,4.430533
1464,91,0,0,.1355,12.90707,
1464,92,0,0,.1719704,12.90707,
1464,93,0,0,.2155718,12.90707,
1585,89,1,1,1.075754,13.79884,5.949196
1585,91,1,1,1.131646,13.79884,5.590071
1585,92,1,1,1.253182,13.79884,5.689331
1585,93,1,1,1.185575,13.79884,6.128235
1649,89,0,0,.3633727,8.417594,
1649,91,0,0,.1694816,8.417594,
1649,92,0,0,-.0937474,8.417594,
1649,93,0,0,.0278483,8.417594,
1681,89,0,0,.2815798,9.079883,
1681,91,0,0,.2682412,9.079883,
1681,92,0,0,.2748278,9.079883,
1681,93,0,0,.2672652,9.079883,
1976,89,1,1,.9119486,13.50982,5.866243
1976,91,1,1,.9500311,13.50982,2.105903
1976,92,1,1,.9385809,13.50982,3.049044
1976,93,1,1,.9471845,13.50982,1.938609
2137,89,0,0,.5552893,7.213504,
2137,91,1,0,.562466,7.213504,1.607203
2137,92,0,0,.5077142,7.213504,
2137,93,0,0,.5061648,7.213504,
2547,89,0,0,.3566914,7.271704,
2547,91,0,0,.3101429,7.271704,
2547,92,0,0,.353025,7.271704,
2547,93,0,0,.3034628,7.271704,
2695,89,0,0,.319498,5.937536,
2695,91,0,0,.2739439,5.937536,
2695,92,0,0,.2919673,5.937536,
2695,93,0,0,.3226984,5.937536,
2736,89,1,0,.4155982,9.715126,4.185376
2736,91,1,0,.3739359,9.715126,4.444091
2736,92,1,0,.3509769,9.715126,4.473713
2736,93,1,0,.3577441,9.715126,4.652205
2814,89,1,1,.5232178,12.57782,3.505317
2814,91,0,0,.5905529,12.57782,
2814,92,0,1,.6597196,12.57782,
2814,93,1,1,.6766824,12.57782,4.577744
2815,89,1,0,.5494448,10.64105,5.489977
2815,91,1,0,.6556012,10.64105,5.567344
2815,92,1,0,.7035714,10.64105,5.779236
2815,93,1,0,.7209977,10.64105,5.593277
2832,89,0,0,.4235351,7.754683,
2832,91,0,0,.1824779,7.754683,
2832,92,0,0,.2902532,7.754683,
2832,93,0,0,.2761911,7.754683,
3226,89,0,0,.4019875,8.83215,
3226,91,0,0,.533861,8.83215,
3226,92,0,0,.5854948,8.83215,
3226,93,0,0,.3443665,8.83215,
3448,89,1,0,.7461399,10.45283,5.645389
3448,91,1,0,.7806855,10.45283,5.605476
3448,92,1,0,.6705179,10.45283,4.065331
3448,93,1,0,.632386,10.45283,5.147868
3815,89,1,0,.9012085,13.78491,4.205948
3815,91,1,0,.9393066,13.78491,4.194798
3815,92,1,1,.9662834,13.78491,4.897565
3815,93,1,1,.9357055,13.78491,4.990252
4023,89,0,0,.5959753,10.13153,
4023,91,0,0,.406257,10.13153,
4023,92,0,0,.3361453,10.13153,
4023,93,0,0,.2314488,10.13153,
4240,89,1,1,.7069809,11.97193,3.954441
4240,91,0,1,.6106558,11.97193,
4240,92,0,1,.6416531,11.97193,
4240,93,0,0,.6272056,11.97193,
4351,89,0,0,.5317867,9.249598,
4351,91,1,0,.577527,9.249598,5.898443
4351,92,1,0,.5917784,9.249598,5.92486
4351,93,0,0,.5962911,9.249598,
4389,89,0,0,.2071886,6.35437,
4389,91,0,0,.1476462,6.35437,
4389,92,0,0,.1007213,6.35437,
4389,93,0,0,.1756124,6.35437,
4412,89,1,1,.922772,12.14635,5.329639
4412,91,1,1,1.00983,12.14635,5.328014
4412,92,1,1,1.020645,12.14635,5.250381
4412,93,1,1,.9953229,12.14635,5.37644
4496,89,1,0,.7324584,10.82835,4.783552
4496,91,1,0,.600366,10.82835,5.022135
4496,92,1,0,.5333464,10.82835,4.876966
4496,93,1,0,.5125622,10.82835,4.871436
4616,89,0,0,.6238239,10.65503,
4616,91,0,0,.5137292,10.65503,
4616,92,0,0,.5184685,10.65503,
4616,93,1,0,.4842438,10.65503,5.427394
4657,89,1,1,.9523041,11.89784,5.349856
4657,91,1,1,.7943514,11.89784,4.824847
4657,92,1,1,.7759975,11.89784,4.916083
4657,93,1,1,.7450835,11.89784,5.542151
4855,89,0,0,.219941,9.694735,
4855,91,0,0,.282313,9.694735,
4855,92,0,0,.1449901,9.694735,
4855,93,0,0,.048898,9.694735,
4899,89,1,1,.7610576,14.75063,4.582782
4899,91,1,1,.6913115,14.75063,5.209064
4899,92,1,1,.7125413,14.75063,5.447478
4899,93,1,1,.8288306,14.75063,4.751586
4990,89,0,0,.4588721,8.135805,
4990,91,0,1,.3578804,8.135805,
4990,92,0,0,.2946181,8.135805,
4990,93,0,0,.1646805,8.135805,
5100,89,1,1,.7923351,13.02727,5.12185
5100,91,1,1,.8306739,13.02727,5.233007
5100,92,1,1,.7900241,13.02727,5.278994
5100,93,1,1,.7609346,13.02727,5.204772
5247,89,0,0,.0832826,7.834192,
5247,91,0,0,.3232335,7.834192,
5247,92,0,0,.084898,7.834192,
5247,93,0,0,.478273,7.834192,
5445,89,0,0,.2645088,7.903096,
5445,91,0,0,.3131006,7.903096,
5445,92,1,0,.3828335,7.903096,4.400081
5445,93,1,0,.3805587,7.903096,4.05745
5523,89,1,0,.2900523,10.12595,2.4412
5523,91,1,0,.2911561,10.12595,4.078285
5523,92,1,0,.279393,10.12595,3.366431
5523,93,1,0,.2928062,10.12595,3.710518
5652,89,1,0,.4953869,9.749912,3.52319
5652,91,1,0,.423633,9.749912,4.969152
5652,92,1,0,.3799281,9.749912,4.442857
5652,93,1,1,.6132711,9.749912,3.896125
5749,89,0,0,.4171575,8.320935,
5749,91,1,0,.4598443,8.320935,1.705053
5749,92,0,0,-.0971458,8.320935,
5749,93,0,0,.2295666,8.320935,
5784,89,1,0,.6226745,10.19722,5.010563
5784,91,1,0,.5875902,10.19722,5.090675
5784,92,1,0,.6177121,10.19722,5.006292
5784,93,1,1,.6410792,10.19722,4.750069
5791,89,1,1,.4843719,9.012839,2.432861
5791,91,1,0,.5301716,9.012839,4.1677
5791,92,0,0,.4846161,9.012839,
5791,93,1,0,.4650271,9.012839,4.246177
5808,89,1,0,.5724248,11.19087,5.033603
5808,91,1,0,.6151298,11.19087,5.108595
5808,92,1,1,.6716328,11.19087,5.192892
5808,93,1,1,.6481323,11.19087,5.211939
5861,89,0,0,.4622953,9.309018,
5861,91,0,0,.5020134,9.309018,
5861,92,0,0,.4496515,9.309018,
5861,93,0,0,.4550963,9.309018,
5923,89,0,0,.238273,10.603,
5923,91,0,1,.2333898,10.603,
5923,92,0,0,.2523301,10.603,
5923,93,0,0,.3343785,10.603,
5945,89,0,0,.2235892,9.958638,
5945,91,0,0,-.0154957,9.958638,
5945,92,0,0,-.1027638,9.958638,
5945,93,0,0,.0241632,9.958638,
5952,89,0,1,.6697366,14.185,
5952,91,0,1,.6313474,14.185,
5952,92,0,1,.6876325,14.185,
5952,93,0,1,.6339662,14.185,
5979,89,0,0,.5810912,8.772996,
5979,91,1,0,.6168053,8.772996,2.721866
5979,92,0,0,.6171311,8.772996,
5979,93,0,0,.5900042,8.772996,
6077,89,1,0,.3411269,9.125327,4.999908
6077,91,0,0,.4119877,9.125327,
6077,92,0,0,.5519696,9.125327,
6077,93,0,0,.3560393,9.125327,
6342,89,0,0,.2824964,8.944555,
6342,91,0,0,.2979848,8.944555,
6342,92,0,0,.3498475,8.944555,
6342,93,0,0,.4514524,8.944555,
6369,89,1,0,.6363334,9.996849,3.733645
6369,91,1,1,.7568837,9.996849,4.602146
6369,92,1,1,.7177471,9.996849,4.471673
6369,93,1,1,.8466359,9.996849,5.265556
6486,89,1,0,.2454019,6.980076,1.637413
6486,91,0,0,.2851635,6.980076,
6486,92,0,0,.451147,6.980076,
6486,93,0,0,.4637969,6.980076,
6568,89,0,0,.3853236,9.776035,
6568,91,1,0,.2626693,9.776035,3.245461
6568,92,0,0,.2279827,9.776035,
6568,93,0,0,.3133686,9.776035,
6616,89,0,0,.5661145,12.29913,
6616,91,0,0,.5278398,12.29913,
6616,92,0,0,.5653492,12.29913,
6616,93,0,0,.5436587,12.29913,
6743,89,0,0,.1941277,9.441487,
6743,91,0,0,.2301944,9.441487,
6743,92,0,0,.3673704,9.441487,
6743,93,1,0,.3003193,9.441487,4.197833
6904,89,1,0,.4968811,8.996971,3.433592
6904,91,1,0,.526691,8.996971,3.79342
6904,92,0,0,.5047755,8.996971,
6904,93,0,0,.4913752,8.996971,
7084,89,1,1,.8081405,13.54475,5.544106
7084,91,1,1,.7620889,13.54475,5.59632
7084,92,1,1,.7666584,13.54475,5.501355
7084,93,1,1,.7945739,13.54475,5.558285
7220,89,1,0,.4450683,10.04399,5.51045
7220,91,1,0,.3902873,10.04399,5.599302
7220,92,1,0,.4784437,10.04399,4.948854
7220,93,1,0,.4345342,10.04399,5.298829
7656,89,1,1,.6116552,11.50314,4.086316
7656,91,1,1,.5255238,11.50314,4.060227
7656,92,1,0,.5491654,11.50314,4.179753
7656,93,1,1,.5067356,11.50314,4.319309
7701,89,0,0,.4728252,12.16278,
7701,91,0,0,.470337,12.16278,
7701,92,0,0,.4783393,12.16278,
